id,original_title,release_date,title,vote_average,combination
10611,Barbershop,2002-04-01,Barbershop,6.2,hairdress shop neighbor debt meet hoodlum icecube anthonyanderson cedrictheentertainer timstory timstory Comedy Drama
12770,Stealing Harvard,2002-09-13,Stealing Harvard,4.4,robberi fool studi hous uncl independentfilm money jasonlee tomgreen lesliemann brucemcculloch brucemcculloch Action Comedy Drama
4108,The Transporter,2002-10-02,The Transporter,6.6,carjourney transport auto humantraffick jasonstatham shuqi françoisberléand louisleterrier louisleterrier Action Crime Thriller
55903,Betty Fisher et autres histoires,2001-09-01,Betty Fisher and Other Stories,7.0,sandrinekiberlain nicolegarcia mathildeseigner claudemiller claudemiller Drama Thriller Crime Foreign
9685,Igby Goes Down,2002-09-13,Igby Goes Down,6.5,fathersonrelationship independentfilm fallinginlov kieranculkin clairedanes jeffgoldblum burrsteers burrsteers Comedy Drama
18913,Betsy's Wedding,1990-06-22,Betsy's Wedding,5.0,debt wed gangster alanalda mollyringwald joepesci alanalda alanalda Comedy
14361,Captain Ron,1992-09-18,Captain Ron,5.6,monopoli kurtrussell martinshort marykayplace thomeberhardt thomeberhardt Action Adventure Comedy Family
32685,Ernest Scared Stupid,1991-10-11,Ernest Scared Stupid,5.9,treehous missouri ernestp.worrel troll evil jimvarney earthakitt shayastar johnr.cherryiii johnr.cherryiii Horror Comedy Family
12262,The Hills Have Eyes,1977-07-22,The Hills Have Eyes,6.1,rape mutat govern murder blood cannib dog desert camper martinspeer russgrieve johnsteadman wescraven wescraven Horror
11504,Suburban Commando,1991-10-04,Suburban Commando,4.6,bountyhunt midlifecrisi spacemarin famili hulkhogan christopherlloyd shelleyduvall burtkennedy burtkennedy Action Comedy Family Science Fiction
977,Tabu,1931-03-18,Tabu,7.4,southsea exoticisland loveofone'slif civil sacrific tahiti romanc escap natur polynesia matahi annechevalier billbambridge f.w.murnau f.w.murnau Adventure Drama Romance
233,The Wanderers,1979-07-13,The Wanderers,7.2,newyork streetgang blackpeopl rockandrol americanfootbal adolesc comingofag kenwahl johnfriedrich karenallen philipkaufman philipkaufman Drama
19049,The Yearling,1946-12-18,The Yearling,6.9,runaway runaway deer gregorypeck janewyman claudejarmanjr. clarencebrown clarencebrown Drama Family
5506,The Ladykillers,1955-12-08,The Ladykillers,7.3,robberi parrot gangofthiev widow gramophon crime crimin bankrobberi oldladi plan octogenarian alecguinness cecilparker herbertlom alexandermackendrick alexandermackendrick Comedy Crime
32961,The Lavender Hill Mob,1951-06-21,The Lavender Hill Mob,7.3,franc bank gold souvenir eal alecguinness stanleyholloway sidjames charlescrichton charlescrichton Comedy Crime
32568,The Man in the White Suit,1951-08-07,The Man in the White Suit,6.9,eal alecguinness joangreenwood cecilparker alexandermackendrick alexandermackendrick Comedy Drama
29698,Ratcatcher,1999-11-12,Ratcatcher,7.5,glasgow 1970s womandirector williameadie tommyflanagan mandymatthews lynneramsay lynneramsay Drama
19460,El hijo de la novia,2001-08-16,Son of the Bride,7.3,heartattack buenosair bride marriag toilet friend wed urin waiter therapi watchingtv ricardodarín héctoralterio normaaleandro juanjosécampanella juanjosécampanella Comedy Drama Romance
575,Das Experiment,2001-03-07,The Experiment,7.5,prison rape journalist author prison experi scientificstudi aggress testperson imprison asylum prisoncel manipul tortur violenc humili socialexperi moritzbleibtreu christianberkel oliverstokowski oliverhirschbiegel oliverhirschbiegel Drama Thriller
10550,Ballistic: Ecks vs. Sever,2002-09-20,Ballistic: Ecks vs. Sever,4.3,lossoffamili enemi adversari agent antoniobanderas lucyliu gregghenry wychkaosayananda wychkaosayananda Action Adventure Thriller
9093,The Four Feathers,2002-09-08,The Four Feathers,6.5,islam sex loyalti braveri armi reveng honor murder escap soldier battl church violenc britain slave coloni militari heathledger wesbentley katehudson shekharkapur shekharkapur War Adventure Drama Romance
9039,Trapped,2002-09-20,Trapped,5.8,ransom hostag kidnap telephon psychopath suspens maniac charlizetheron kevinbacon courtneylove luismandoki luismandoki Action Crime Drama Thriller
1958,8 femmes,2002-01-08,8 Women,6.9,upperclass women fathermurd daughter maid fatherfigur murderhunt catherinedeneuve isabellehuppert emmanuellebéart françoisozon françoisozon Comedy Thriller Music Crime Mystery
68569,Invincible,2001-01-01,Invincible,6.5,rabbi antisemit jewish poland strongman timroth joukoahola udokier wernerherzog wernerherzog Drama War
11013,Secretary,2002-01-11,Secretary,6.8,suicid clerk fetish sadomasoch lawyer hospit secretari masturb typewrit kinki pantyhos bdsm jamesspader maggiegyllenhaal jeremydavies stevenshainberg stevenshainberg Comedy Drama Romance
129,千と千尋の神隠し,2001-07-20,Spirited Away,8.3,witch parentchildrelationship magic dark bathhous ghostworld parallelworld amusementpark japanesemytholog anim rumihiiragi miyuirino marinatsuki hayaomiyazaki hayaomiyazaki Fantasy Adventure Animation Family
54714,The Trials of Henry Kissinger,2002-09-29,The Trials of Henry Kissinger,6.3,eugenejarecki eugenejarecki Documentary
11529,Sweet Home Alabama,2002-09-26,Sweet Home Alabama,6.1,newyork marriagepropos alabama careerwoman fashiondesign reesewitherspoon joshlucas patrickdempsey andytennant andytennant Comedy Romance
10771,The Tuxedo,2002-09-27,The Tuxedo,5.3,bomb intellig chauffeur wound secretag headinjuri jackiechan jenniferlovehewitt jasonisaacs kevindonovan kevindonovan Thriller Action Comedy Science Fiction
38951,Charly,2002-09-20,Charly,7.6,newyork convers malefemalerelationship heatherbeers jeremyhoop randyking nan nan Comedy Drama
31005,Moonlight Mile,2002-09-09,Moonlight Mile,6.4,jakegyllenhaal dustinhoffman susansarandon bradsilberling bradsilberling Romance Drama
2110,Wasabi,2001-10-31,Wasabi,6.2,handcuff hitman lovelett policeoper japanesemafia golfclub jeanreno ryokohirosue michelmuller gérardkrawczyk gérardkrawczyk Drama Action Comedy
15173,Jonah: A VeggieTales Movie,2002-10-04,Jonah: A VeggieTales Movie,6.4,philvischer mikenawrocki timhodge philvischer philvischer Action Adventure Animation Comedy Family Fantasy Romance
9533,Red Dragon,2002-09-29,Red Dragon,6.7,psychopath serialkil fbiag anthonyhopkins edwardnorton ralphfiennes brettratner brettratner Crime Thriller Horror
4107,Bloody Sunday,2002-01-16,Bloody Sunday,7.2,northernireland independentfilm civilright jamesnesbitt allangildea gerardcrossan paulgreengrass paulgreengrass Action Adventure Drama History
10575,Heaven,2002-02-06,Heaven,6.8,suicid bomb assassin sex terrorist nuditi court polic love reveng murder explos justic husband cateblanchett giovanniribisi remogirone tomtykwer tomtykwer Drama Thriller Romance Crime
9260,Welcome to Collinwood,2002-05-24,Welcome to Collinwood,6.2,safe remak heist innerc williamh.macy isaiahwashington samrockwell anthonyrusso anthonyrusso Comedy
21828,Flirting,1991-03-20,Flirting,6.4,australia boardingschool independentfilm teenagecrush 1960s noahtaylor thandienewton nicolekidman johnduigan johnduigan Drama Romance
1682,Mosura tai Gojira,1964-04-29,Mothra vs. Godzilla,6.4,japan monster egg godzilla mothra sequel giantmonst tokusatsu moth giantmoth gojira kaiju monstermovi mosura akiratakarada yurikohoshi hiroshikoizumi ishirôhonda ishirôhonda Fantasy Science Fiction Action Adventure
41971,The Moderns,1988-04-15,The Moderns,5.6,sensual expression keithcarradine lindafiorentino johnlone alanrudolph alanrudolph Drama Comedy
33831,The Onion Field,1979-09-09,The Onion Field,6.2,basedontruestori policeofficerkil capitalpunish inthecloset johnsavage jameswoods franklynseales haroldbecker haroldbecker Crime Drama
24348,Powaqqatsi,1988-04-29,Powaqqatsi,7.4,independentfilm godfreyreggio godfreyreggio Documentary Drama Music
19140,The Pride of the Yankees,1942-07-14,The Pride of the Yankees,7.1,basebal sport historicalfigur newyorkyanke garycooper teresawright baberuth samwood samwood Drama Family
37606,Valmont,1989-11-17,Valmont,6.7,independentfilm colinfirth annettebening megtilly milošforman milošforman Drama Romance
11868,Horror of Dracula,1958-05-08,Horror of Dracula,7.2,vampir victim vampirehunt remak gothic petercushing christopherlee michaelgough terencefisher terencefisher Horror
12921,Strange Brew,1983-08-26,Strange Brew,6.2,independentfilm davethomas rickmoranis maxvonsydow rickmoranis rickmoranis Comedy
19953,The Incredible Mr. Limpet,1964-03-28,The Incredible Mr. Limpet,6.4,submarin fish german navi donknotts carolecook jackweston arthurlubin arthurlubin Animation Comedy Family Fantasy Science Fiction
74899,The Fan,1981-05-15,The Fan,7.3,obsess stalker obsessedfan laurenbacall jamesgarner maureenstapleton edbianchi edbianchi Drama Horror Thriller
15313,The Wrong Guy,1997-08-01,The Wrong Guy,7.6,independentfilm davefoley jennifertilly davidanthonyhiggins davidsteinberg davidsteinberg Action Comedy
12590,Below,2002-10-11,Below,6.0,suicid malenud dive submarin nurs worldwarii nuditi soldier corps explos rescueteam mirror underwaterscen ghost depthcharg matthewdavis brucegreenwood oliviawilliams davidtwohy davidtwohy Thriller Horror Mystery
1809,The Rules of Attraction,2002-10-11,The Rules of Attraction,6.3,lovetriangl independentfilm multiplestorylin jamesvanderbeek shannynsossamon iansomerhalder rogeravary rogeravary Comedy Drama Romance
13768,Tuck Everlasting,2002-10-11,Tuck Everlasting,6.4,basedonnovel secret immort forest wood teenagecrush teenagegirl teenageboy mysteriousstrang alexisbledel williamhurt sissyspacek jayrussell jayrussell Drama Family Fantasy Romance Science Fiction
10994,White Oleander,2002-10-11,White Oleander,7.2,poison prison lossoffamili lossoffath fosterpar women'sprison familyrelationship alisonlohman michellepfeiffer colehauser peterkosminsky peterkosminsky Drama
1430,Bowling for Columbine,2002-10-09,Bowling for Columbine,7.3,usa canada gun homicid toshootdead columbin gunviol personrunningamok michaelmoore georgeh.w.bush georgew.bush michaelmoore michaelmoore Documentary
19973,Comedian,2002-10-25,Comedian,6.8,comedian stand-upcomedi jerryseinfeld ornyadams greggiraldo christiancharles christiancharles Comedy Documentary
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
12600,劇場版ポケットモンスター セレビィ 時を越えた遭遇（であい）,2001-07-06,Pokémon 4Ever: Celebi - Voice of the Forest,5.7,sequel pokémon celebi veronicataylor rachaellillis maddieblaustein kunihikoyuyama kunihikoyuyama Adventure Fantasy Animation Science Fiction Family
8051,Punch-Drunk Love,2002-10-25,Punch-Drunk Love,6.9,shyness brothersisterrelationship businessman adamsandler emilywatson philipseymourhoffman paulthomasanderson paulthomasanderson Comedy Drama Romance
12779,Swept Away,2002-10-11,Swept Away,4.8,adulteri island shipwreck tropicalisland madonna adrianogiannini brucegreenwood guyritchie guyritchie Comedy Romance
15992,Abandon,2002-10-14,Abandon,4.6,alcohol detect dancer nightmar colleg job parti elit suspens drug boyfriend thesi pressur katieholmes benjaminbratt charliehunnam stephengaghan stephengaghan Drama Mystery Thriller
1613,The 51st State,2001-12-07,The 51st State,5.9,chemic laxat samuell.jackson robertcarlyle emilymortimer ronnyyu ronnyyu Thriller Action Comedy Crime
565,The Ring,2002-10-18,The Ring,6.5,journalist drown island televis hors videoband investig telephon remak paranorm curs cabininthewood ghost well videotap supernaturalhorror naomiwatts martinhenderson daviddorfman goreverbinski goreverbinski Horror Mystery
14112,Auto Focus,2002-10-18,Auto Focus,6.1,malenud adulteri basedonnovel infidel tvshow blowjob video biographi sexaddict basedontruestori independentfilm sexaddict gregkinnear willemdafoe ritawilson paulschrader paulschrader Drama Crime
15192,The Grey Zone,2001-09-13,The Grey Zone,6.3,holocaust auschwitz upris doctor davidarquette danielbenzali stevebuscemi timblakenelson timblakenelson Drama War
21925,Naqoyqatsi,2002-09-02,Naqoyqatsi,6.1,independentfilm godfreyreggio godfreyreggio Documentary Drama Music Thriller
30309,Real Women Have Curves,2002-01-01,Real Women Have Curves,5.9,independentfilm womandirector americaferrera lupeontiveros ingridoliu patriciacardoso patriciacardoso Comedy Drama
16646,Russkiy Kovcheg,2002-05-22,Russian Ark,7.2,russia st.petersburgrussia timetravel sergeidreiden mariyakuznetsova leonidmozgovoy alexandersokurov alexandersokurov Mystery Drama Fantasy History
12647,Billy Bathgate,1991-11-01,Billy Bathgate,5.7,danger dangeroflif mafiaboss dustinhoffman nicolekidman lorendean robertbenton robertbenton Drama Action Thriller Crime
12477,火垂るの墓,1988-04-16,Grave of the Fireflies,8.2,japan brothersisterrelationship hunger worldwarii shelter boy sister food wartim tokyojapan littlegirl orphan death starv tsutomutatsumi ayanoshiraishi yoshikoshinohara isaotakahata isaotakahata Animation Drama War
10285,Jason Goes to Hell: The Final Friday,1993-08-13,Jason Goes to Hell: The Final Friday,4.2,malenud femalenud waitress camp nuditi psychopath sequel murder independentfilm serialkil diner slasher seriesofmurd violenc hockeymask jasonvorhe madman kanehodder johnd.lemay karikeegan adammarcus adammarcus Fantasy Horror Thriller
11009,Saturday Night Fever,1977-12-16,Saturday Night Fever,6.5,dancingmast danceperform lover(female) dancingscen disco johntravolta karenlynngorney barrymiller johnbadham johnbadham Drama Music
10805,Staying Alive,1983-07-11,Staying Alive,4.7,dancingmast nightclub career disco broadway johntravolta cynthiarhodes finolahughes sylvesterstallone sylvesterstallone Drama Action Music Romance
17496,Urban Cowboy,1980-06-06,Urban Cowboy,5.7,texa sliceoflif newlyw maritalproblem oilfield johntravolta debrawinger scottglenn jamesbridges jamesbridges Drama Romance
5917,Tom Horn,1980-03-28,Tom Horn,6.9,hero ranch shootout trial onemanarmi rancher brutal justic stevemcqueen lindaevans richardfarnsworth williamwiard williamwiard Action Drama Western
31278,L'uomo puma,1980-02-14,The Pumaman,2.9,superhero waltergeorgealton donaldpleasence miguelángelfuentes albertodemartino albertodemartino Science Fiction Action
33076,Wholly Moses,1980-06-13,Wholly Moses,4.9,mose jesuschrist god dudleymoore larainenewman jamescoco garyweis garyweis Comedy
15668,Xanadu,1980-08-08,Xanadu,5.2,music roller-sk camp disco olivianewton-john genekelly michaelbeck robertgreenwald robertgreenwald Fantasy Music Romance
19429,Absence of Malice,1981-12-18,Absence of Malice,6.8,prosecutor newspaperreport paulnewman sallyfield bobbalaban sydneypollack sydneypollack Drama Romance Thriller
11340,Banana Joe,1982-03-24,Banana Joe,6.4,aggress mafiaboss budspencer marinalangner marioscarpetta steno steno Action Comedy
11644,Blow Out,1981-07-24,Blow Out,7.3,audiotap hitman presidentialelect nois polit faithless johntravolta nancyallen johnlithgow briandepalma briandepalma Drama Mystery Thriller
24124,The Burning,1981-05-08,The Burning,6.2,summercamp wood burnedal camp slasher axeinthehead videonasti brianmatthews leahayres brianbacker tonymaylam tonymaylam Horror Thriller
53922,Carbon Copy,1981-09-25,Carbon Copy,5.8,fathersonrelationship denzelwashington georgesegal susansaintjames michaelschultz michaelschultz Comedy
26560,Continental Divide,1981-09-18,Continental Divide,5.5,journalist camp rockymountain eagl bear loveaffair culturalconflict newspapercolumnist johnbelushi blairbrown allengarfield michaelapted michaelapted Comedy Romance
19114,Endless Love,1981-07-17,Endless Love,5.0,brookeshields martinhewitt shirleyknight francozeffirelli francozeffirelli Romance Drama
10863,Eye of the Needle,1981-07-24,Eye of the Needle,6.4,scotland spi worldwarii alli suspens uboat donaldsutherland katenelligan stephenmackenna richardmarquand richardmarquand Action Drama Romance Thriller
15900,Faces of Death II,1981-11-10,Faces of Death II,3.3,michaelcarr johnalanschwartz johnalanschwartz Horror Documentary
12237,Faces of Death,1978-01-01,Faces of Death,4.0,suicid doomedman dyinganddeath autopsi deadanim gore blood fakedocumentari sect brainsurgeri videonasti cannib michaelcarr samuelberkowitz maryellenbrighton johnalanschwartz johnalanschwartz Documentary Horror
15901,Faces of Death III,1985-03-10,Faces of Death III,3.4,michaelcarr johnalanschwartz johnalanschwartz Horror Documentary
15902,Faces of Death IV,1990-11-28,Faces of Death IV,3.9,jamesb.schwartz johnzimmerman johnalanschwartz johnalanschwartz Horror Documentary
85058,First Monday in October,1981-08-21,First Monday in October,7.7,washingtond.c. judg law supremecourt judiciari waltermatthau jillclayburgh barnardhughes ronaldneame ronaldneame Comedy Drama
25113,The Four Seasons,1981-05-22,The Four Seasons,6.3,alanalda carolburnett lencariou alanalda alanalda Comedy Drama Romance
28893,Galaxy of Terror,1981-10-01,Galaxy of Terror,5.2,monster alien astronaut alienpossess spacemonst edwardalbert erinmoran raywalston bruced.clark bruced.clark Action Adventure Horror Science Fiction
11646,Gallipoli,1981-08-13,Gallipoli,7.1,worldwari battleassign troop australia turk gallipolicampaign melgibson marklee billkerr peterweir peterweir Adventure Drama History War
21764,Gregory's Girl,1981-04-23,Gregory's Girl,7.0,scotland italian affect advic comingofag school johngordonsinclair deehepburn jaked'arcy billforsyth billforsyth Comedy Romance
42149,The Hand,1981-04-24,The Hand,5.7,murder severedhand michaelcaine andreamarcovicci anniemcenroe oliverstone oliverstone Drama Horror Thriller
41394,"The Looney, Looney, Looney Bugs Bunny Movie",1981-11-20,"The Looney, Looney, Looney Bugs Bunny Movie",6.6,cartoon children melblanc philmonroe philmonroe Animation Comedy Family
16471,Modern Problems,1981-12-25,Modern Problems,5.5,chevychase pattid'arbanville dabneycoleman kenshapiro kenshapiro Comedy
25468,My Dinner with André,1981-10-11,My Dinner with André,7.7,restaur independentfilm storytel wallaceshawn andregregory jeanlenauer louismalle louismalle Comedy Drama
19507,Neighbors,1981-12-18,Neighbors,5.2,basedonnovel newneighbor cultfilm johnbelushi kathrynwalker cathymoriarty johng.avildsen johng.avildsen Comedy
17450,Pennies from Heaven,1981-12-11,Pennies from Heaven,6.3,dancingscen song marriag teacher stevemartin bernadettepeters jessicaharper herbertross herbertross Drama Music Romance
47886,Mil gritos tiene la noche,1982-08-23,Pieces,6.1,malenud femalenud detect shower pervers nuditi childhoodtrauma stalker puzzl murder independentfilm cultfavorit serialkil surpriseend slasher chainsaw univers stab killer christophergeorge lyndadaygeorge frankbraña juanpiquersimón juanpiquersimón Horror Mystery
31646,Piranha Part Two: The Spawning,1981-01-01,Piranha Part Two: The Spawning,3.9,beach nuditi sequel blood piranha triciao'neil stevemarachuk lancehenriksen jamescameron jamescameron Horror
14269,Polyester,1981-05-29,Polyester,6.4,gay pornographi misfit independentfilm feet cultclass drag divine tabhunter edithmassey johnwaters johnwaters Comedy
1672,Le Professionnel,1981-10-21,The Professional,7.1,pari prison africa homelessperson wifehusbandrelationship intellig reveng escapefromprison jean-paulbelmondo roberthossein elisabethmargoni georgeslautner georgeslautner Action Adventure Thriller
9645,Ghost Ship,2002-10-25,Ghost Ship,5.3,cruis pilot ghostship gabrielbyrne juliannamargulies desmondharrington stevebeck stevebeck Horror Mystery Thriller
9012,Jackass: The Movie,2002-10-21,Jackass: The Movie,6.1,disgust pain stunt musicvideo stuntman stupid shock johnnyknoxville bammargera steve-o jefftremaine jefftremaine Documentary Comedy
13440,The Truth About Charlie,2002-10-25,The Truth About Charlie,4.5,suspens markwahlberg thandienewton timrobbins jonathandemme jonathandemme Mystery Thriller
12454,All or Nothing,2002-05-17,All or Nothing,7.0,jamescorden timothyspall ruthsheen mikeleigh mikeleigh Comedy Drama
1360,Frida,2002-08-29,Frida,7.3,painter loveofone'slif disabl womandirector salmahayek alfredmolina míamaestro julietaymor julietaymor Drama Romance
13441,Roger Dodger,2002-05-09,Roger Dodger,6.3,newyork prostitut alcohol sex brothel fight virgin ohio colleg ego campbellscott jesseeisenberg isabellarossellini dylankidd dylankidd Comedy Drama
48155,The Big Knife,1955-10-25,The Big Knife,5.9,filmproduc filmnoir jackpalance idalupino wendellcorey robertaldrich robertaldrich Drama
12208,Casino Royale,1967-04-13,Casino Royale,5.3,scotland casino queen intellig davidniven petersellers ursulaandress johnhuston johnhuston Adventure Action Comedy
1941,Exodus,1960-03-27,Exodus,6.9,israel jewri middleeastconflict epic paulnewman evamariesaint leej.cobb ottopreminger ottopreminger Action Drama History War
31918,"The Russians Are Coming, The Russians Are Coming",1966-05-25,"The Russians Are Coming, The Russians Are Coming",6.2,coldwar russian newengland carlreiner evamariesaint alanarkin normanjewison normanjewison Comedy War
8427,I Spy,2002-10-31,I Spy,5.2,budapest kidnap boxer secretag liberationofhostag hostage-tak womandirector eddiemurphy owenwilson famkejanssen bettythomas bettythomas Action Adventure Comedy Thriller
13526,The Weight of Water,2000-09-25,The Weight of Water,5.6,suspens womandirector seanpenn catherinemccormack elizabethhurley kathrynbigelow kathrynbigelow Crime Drama Mystery
9280,Femme Fatale,2002-11-06,Femme Fatale,6.2,pari franc newident paparazzi rebeccaromijn antoniobanderas petercoyote briandepalma briandepalma Thriller Crime Romance
65,8 Mile,2002-11-08,8 Mile,6.8,individu streetgang adolesc rapmus hip-hop trailerpark ethnicstereotyp singl detroit eminem mekhiphifer brittanymurphy curtishanson curtishanson Drama
10712,Far from Heaven,2002-09-01,Far from Heaven,6.9,blackpeopl wifehusbandrelationship botanist homosexu juliannemoore dennisquaid dennishaysbert toddhaynes toddhaynes Drama Romance
10167,Half Past Dead,2002-11-15,Half Past Dead,4.6,resist undercov alcatraz stolenmoney stevenseagal моррисчестнат jarule donmichaelpaul donmichaelpaul Crime Action Thriller
672,Harry Potter and the Chamber of Secrets,2002-11-13,Harry Potter and the Chamber of Secrets,7.4,flyingcar witch magic cuttingthecord childhero broom sorcerer'sapprentic schoolofwitchcraft giantsnak blackmag aftercreditssting danielradcliffe rupertgrint emmawatson chriscolumbus chriscolumbus Adventure Fantasy Family
542,El Crimen del Padre Amaro,2002-10-01,The Crime of Padre Amaro,6.2,heartattack drugtraff drugcrim celibaci priest pregnanc catholic newmexicancinema gaelgarcíabernal anaclaudiatalancón sanchogracia carloscarrera carloscarrera Drama Romance
36584,Interview with the Assassin,2002-05-09,Interview with the Assassin,5.6,assassin paranoia suspens conspiraci dylanhaggerty reneefaia dennislau neilburger neilburger Drama Thriller
30192,Standing in the Shadows of Motown,2002-11-15,Standing in the Shadows of Motown,7.0,song motown independentfilm musicbusi rockmus popmus richard'pistol'allen jackashford bobbabbitt pauljustman pauljustman Documentary
25037,The Life and Death of Colonel Blimp,1943-06-10,The Life and Death of Colonel Blimp,7.9,rogerlivesey deborahkerr adolfwohlbrück michaelpowell michaelpowell War Comedy Drama Romance
11617,Rio Grande,1950-11-15,Rio Grande,6.8,fathersonrelationship texa settler apach unitedstates–mexicobarri johnwayne maureeno'hara benjohnson johnford johnford Western
81530,Blackrock,1997-05-01,Blackrock,6.6,simonlyndon laurencebreuls lindacropper stevenvidler stevenvidler Drama
34341,Men with Brooms,2002-09-20,Men with Brooms,4.6,sport paulgross mollyparker leslienielsen paulgross paulgross Comedy
18993,Mysterious Island,1961-12-18,Mysterious Island,6.2,submarin julesvern exoticisland escap pirat captainnemo michaelcraig joangreenwood michaelcallan cyendfield cyendfield Action Adventure Science Fiction
29229,Left Behind II: Tribulation Force,2002-10-29,Left Behind II: Tribulation Force,5.2,christian kirkcameron bradjohnson clarencegilyardjr. billcorcoran billcorcoran Fantasy Drama Thriller
11880,Dog Soldiers,2002-05-10,Dog Soldiers,6.7,werewolf seanpertwee kevinmckidd emmacleasby neilmarshall neilmarshall Horror Action Thriller
63435,Fingers,1978-03-02,Fingers,6.4,schizophrenia harveykeitel tisafarrow jimbrown jamestoback jamestoback Drama Action Thriller
1377,Houseboat,1958-11-19,Houseboat,6.8,parentchildrelationship houseboat ball nanni boatwed classsocieti singlefath carygrant sophialoren marthahyer melvilleshavelson melvilleshavelson Comedy Drama Family Romance
12716,La Gloire de mon Père,1990-08-29,My Father's Glory,7.7,fathersonrelationship provenc biographi teacher summer turnofthecenturi julienciamaca philippecaubère nathalieroussel yvesrobert yvesrobert Adventure Drama
12717,Le château de ma mère,1990-10-26,My Mother's Castle,7.4,provenc biographi julienciamaca philippecaubère nathalieroussel yvesrobert yvesrobert Adventure Comedy Drama Romance
13888,Return to the Blue Lagoon,1991-08-02,Return to the Blue Lagoon,5.2,island maroon pacificisland teenag desertedisland tropicalisland millajovovich briankrause lisapelikan williama.graham williama.graham Adventure
10750,Toy Soldiers,1991-04-24,Toy Soldiers,6.2,"terrorist highschool hostage-tak seanastin wilwheaton georgeperez danielpetrie,jr. danielpetrie,jr. Action Adventure Thriller"
96966,Raggedy Man,1981-09-18,Raggedy Man,4.8,sissyspacek ericroberts samshepard jackfisk jackfisk Drama
25566,Ragtime,1981-11-20,Ragtime,6.7,newyorkc piano racialinjustic jamescagney braddourif mosesgunn milošforman milošforman Drama
43089,Roadgames,1981-06-26,Roadgames,6.5,australia truck suspens serialkil hitchhik truckdriv ozploit stacykeach jamieleecurtis marionedward richardfranklin richardfranklin Thriller Horror Mystery
9538,Scanners,1981-01-14,Scanners,6.5,telepathi telekinesi mindcontrol psychicpow murder independentfilm gore blood mindread paranormalphenomena scientist explodinghead violenc drug stephenlack jennifero'neill michaelironside davidcronenberg davidcronenberg Horror Science Fiction Thriller
14664,Sharky's Machine,1981-12-18,Sharky's Machine,6.1,transvest robberi martialart jazz finger vice polic reveng murder scam prostitut gangster whiteslaveri burtreynolds rachelward henrysilva burtreynolds burtreynolds Crime Drama Action Thriller
84735,So Fine,1981-09-25,So Fine,4.9,jean lawyer ryano'neal jackwarden mariangelamelato andrewbergman andrewbergman Comedy
12528,Southern Comfort,1981-09-25,Southern Comfort,7.0,joke louisiana wilder swamp nationalguard gore trap soldier cajun animalkil keithcarradine powersboothe fredward walterhill walterhill Action Crime Drama History Thriller
26325,"Tarzan, the Ape Man",1981-08-07,"Tarzan, the Ape Man",3.8,tarzan eroticthril boderek richardharris johnphilliplaw johnderek johnderek Adventure Action Comedy
31921,They All Laughed,1981-01-01,They All Laughed,5.5,audreyhepburn bengazzara pattihansen peterbogdanovich peterbogdanovich Drama Comedy Thriller Mystery Romance
11524,Thief,1981-03-27,Thief,7.3,chicago burglar cardeal shadow deathofafriend error safe idealist thief convict jamescaan tuesdayweld willienelson michaelmann michaelmann Action Crime Drama Thriller
109264,This Is Elvis,1981-04-04,This Is Elvis,6.9,rockandrol televis recordingcontract rock biographi music concert musicbusi liveperform rockconcert elvispresley filmindustri elvispresley davidscott paulboenschiii andrewsolt andrewsolt Drama Music Documentary
